famille,methode,fichier,ligne,categorie,appel,remplacement_nouvelle_api,couverture
preview,show_circle,tool_api/_ui_motif_style_rows.py,122,diagnostic/catalogue,"self.ctx.preview.show_circle(self._id(family, style_id, ""circle""), self.owner_tool, circle)",draw2d.circle,couvert
preview,show_line,tool_api/_ui_motif_style_rows.py,123,diagnostic/catalogue,"self.ctx.preview.show_line(self._id(family, style_id, ""circle_radius""), self.owner_tool, center, radius_pt)",draw2d.line,couvert
preview,show_line,tool_api/_ui_motif_style_rows.py,134,diagnostic/catalogue,self.ctx.preview.show_line(,draw2d.line,couvert
preview,items,tool_api/_ui_motif_visibility.py,70,diagnostic/catalogue,for item in ctx.preview.items(owner_tool=owner):,registry.items / snapshot,couvert
preview,clear_tool,tool_api/diagnostic_lab.py,372,diagnostic/catalogue,self.ctx.preview.clear_tool(self.owner_tool),registry.clear,couvert
preview,items,tool_api/diagnostic_lab.py,503,diagnostic/catalogue,"previews=len(self.ctx.preview.items(owner_tool=self.owner_tool)),",registry.items / snapshot,couvert
preview,show_line,tool_api/diagnostic_lab.py,633,diagnostic/catalogue,"self.ctx.preview.show_line(actor.id, self.owner_tool, actor.points[0], actor.points[1], payload=self._line_payload(actor, selected, grabbed, hover))",draw2d.line,couvert
preview,show_circle,tool_api/diagnostic_lab.py,639,diagnostic/catalogue,"self.ctx.preview.show_circle(actor.id, self.owner_tool, points, payload=self._line_payload(actor, selected, grabbed, hover))",draw2d.circle,couvert
preview,show_arc,tool_api/diagnostic_lab.py,643,diagnostic/catalogue,"self.ctx.preview.show_arc(actor.id, self.owner_tool, tuple(actor.points), payload=self._line_payload(actor, selected, grabbed, hover))",draw2d.arc,couvert
preview,show_polyline,tool_api/diagnostic_lab.py,646,diagnostic/catalogue,"self.ctx.preview.show_polyline(actor.id, self.owner_tool, tuple(actor.points), payload=self._line_payload(actor, selected, grabbed, hover))",draw2d.polyline,couvert
preview,show_line,tool_api/diagnostics.py,400,diagnostic/catalogue,"context.preview.show_line(""life.preview"", owner, (0, 0, 0), (1, 0, 0))",draw2d.line,couvert
preview,items,tool_api/diagnostics.py,408,diagnostic/catalogue,assert ctx.preview.items(owner_tool=owner),registry.items / snapshot,couvert
preview,items,tool_api/diagnostics.py,414,diagnostic/catalogue,assert not ctx.preview.items(owner_tool=owner),registry.items / snapshot,couvert
preview,show_line,tool_api/plan2d/actors.py,120,API Plan2D,"ctx.preview.show_line(line_id, owner_tool, _point3(start_world_pos), _point3(end_world_pos), payload={""style_id"": metadata[""line_style""]})",draw2d.line,couvert
preview,show_circle,tool_api/plan2d/actors.py,194,API Plan2D,"ctx.preview.show_circle(circle_id, owner_tool, (*curve_points, curve_points[0]), payload={""style_id"": metadata[""line_style""]})",draw2d.circle,couvert
preview,show_arc,tool_api/plan2d/actors.py,244,API Plan2D,"ctx.preview.show_arc(arc_id, owner_tool, curve_points, payload={""style_id"": metadata[""line_style""]})",draw2d.arc,couvert
preview,show_face,tool_api/plan2d/actors.py,295,API Plan2D,"ctx.preview.show_face(face_id, owner_tool, points, holes=holes)",draw2d.face (holes inclus),couvert
preview,show_face,tool_api/plan2d/actors.py,300,API Plan2D,"ctx.preview.show_face(face_id, owner_tool, points)",draw2d.face (holes inclus),couvert
preview,show_line,tool_api/plan2d/actors.py,354,API Plan2D,"ctx.preview.show_line(dimension_id, owner_tool, p1, p2, payload={""style_id"": LineStyleId.CONSTRUCTION.value})",draw2d.line,couvert
preview,show_line,tool_api/plan2d/actors.py,356,API Plan2D,"ctx.preview.show_line(f""{dimension_id}:witness:{index}"", owner_tool, _point3(w1), _point3(w2), payload={""style_id"": LineStyleId.GUIDE.value})",draw2d.line,couvert
preview,show_text,tool_api/plan2d/actors.py,357,API Plan2D,"ctx.preview.show_text(f""{dimension_id}:label"", owner_tool, str(label), label_pos, size_px=13, anchor=""center"")",draw2d.text,couvert
preview,clear_tool,tool_core/context.py,140,infrastructure Tool Core,self.preview.clear_tool(owner),registry.clear,couvert
preview,clear_tool,tool_core/diagnostic/gizmo_demo.py,63,diagnostic/catalogue,self.ctx.preview.clear_tool(self.owner_tool),registry.clear,couvert
preview,show_line,tool_core/diagnostic/gizmo_demo.py,226,diagnostic/catalogue,"self.ctx.preview.show_line(f""demo:{idx}:standalone_line"", self.owner_tool, (30.0, y, z), (43.0, y + 0.35 * idx, z))",draw2d.line,couvert
preview,show_text,tool_core/diagnostic/gizmo_demo.py,227,diagnostic/catalogue,"self.ctx.preview.show_text(f""demo:{idx}:label:size"", self.owner_tool, row.label, (-10.0, y, z), size_px=12)",draw2d.text,couvert
preview,show_line,tool_core/diagnostic/gizmo_demo.py,242,diagnostic/catalogue,"self.ctx.preview.show_line(f""demo:{idx}:line_fixed"", self.owner_tool, fixed_a, fixed_b)",draw2d.line,couvert
preview,show_line,tool_core/diagnostic/gizmo_demo.py,246,diagnostic/catalogue,"self.ctx.preview.show_line(f""demo:{idx}:line_grab"", self.owner_tool, grab_a, grab_b)",draw2d.line,couvert
preview,show_circle,tool_core/diagnostic/gizmo_demo.py,255,diagnostic/catalogue,"self.ctx.preview.show_circle(f""demo:{idx}:circle"", self.owner_tool, circle)",draw2d.circle,couvert
preview,show_line,tool_core/diagnostic/gizmo_demo.py,256,diagnostic/catalogue,"self.ctx.preview.show_line(f""demo:{idx}:circle_radius"", self.owner_tool, center, radius_pt)",draw2d.line,couvert
preview,items,tool_core/diagnostic/gizmo_demo.py,273,diagnostic/catalogue,"previews = [p for p in self.ctx.preview.items(owner_tool=self.owner_tool) if str(p.id).startswith(""demo:"")]",registry.items / snapshot,couvert
preview,clear_tool,tool_core/diagnostic/gizmo_demo.py,321,diagnostic/catalogue,self.ctx.preview.clear_tool(self.owner_tool),registry.clear,couvert
preview,clear_tool,tool_core/diagnostic/gizmo_demo.py,414,diagnostic/catalogue,self.ctx.preview.clear_tool(self.owner_tool),registry.clear,couvert
preview,show_text,tool_core/diagnostic/gizmo_demo.py,418,diagnostic/catalogue,self.ctx.preview.show_text(,draw2d.text,couvert
preview,show_line,tool_core/diagnostic/gizmo_demo.py,474,diagnostic/catalogue,"self.ctx.preview.show_line(actor.id, self.owner_tool, actor.points[0], actor.points[1], payload=payload)",draw2d.line,couvert
preview,show_circle,tool_core/diagnostic/gizmo_demo.py,501,diagnostic/catalogue,self.ctx.preview.show_circle(,draw2d.circle,couvert
preview,show_line,tool_core/diagnostic/runner.py,43,diagnostic/catalogue,"ctx.preview.show_line(""diag:hover-line"", ""tool_core_diag"", (0.0, 0.0, 0.0), event.world_pos)",draw2d.line,couvert
preview,show_line,tool_core/diagnostic/runner.py,214,diagnostic/catalogue,"self.ctx.preview.show_line(""diag.snap-line"", self.owner_tool, (0.0, 0.0, 0.0), result.position)",draw2d.line,couvert
preview,show_face,tool_core/diagnostic/runner.py,227,diagnostic/catalogue,"self.ctx.preview.show_face(""diag.face"", self.owner_tool, s.faces[faces[0]].polygon_points)",draw2d.face (holes inclus),couvert
preview,show_line,tool_core/diagnostic/runner.py,347,diagnostic/catalogue,"self.ctx.preview.show_line(""creator.preview"", owner, (0.0, 0.0, 0.0), result.position)",draw2d.line,couvert
preview,items,tool_core/diagnostic/runner.py,505,diagnostic/catalogue,"previews=len(self.ctx.preview.items(owner_tool=self.owner_tool)),",registry.items / snapshot,couvert
preview,clear_tool,tool_core/diagnostic/showcase.py,48,diagnostic/catalogue,self.ctx.preview.clear_tool(self.owner_tool),registry.clear,couvert
preview,show_text,tool_core/diagnostic/showcase.py,92,diagnostic/catalogue,self.ctx.preview.show_text(,draw2d.text,couvert
preview,show_line,tool_core/diagnostic/showcase.py,103,diagnostic/catalogue,"self.ctx.preview.show_line(""diag:line"", self.owner_tool, (0.0, 10.0, 0.1), (28.0, 10.0, 0.1))",draw2d.line,couvert
preview,show_polyline,tool_core/diagnostic/showcase.py,104,diagnostic/catalogue,self.ctx.preview.show_polyline(,draw2d.polyline,couvert
preview,show_circle,tool_core/diagnostic/showcase.py,117,diagnostic/catalogue,"self.ctx.preview.show_circle(""diag:circle"", self.owner_tool, circle)",draw2d.circle,couvert
preview,show_arc,tool_core/diagnostic/showcase.py,123,diagnostic/catalogue,"self.ctx.preview.show_arc(""diag:arc"", self.owner_tool, arc)",draw2d.arc,couvert
preview,show_face,tool_core/diagnostic/showcase.py,127,diagnostic/catalogue,"self.ctx.preview.show_face(""diag:face"", self.owner_tool, face)",draw2d.face (holes inclus),couvert
preview,show_text,tool_core/diagnostic/showcase.py,128,diagnostic/catalogue,"self.ctx.preview.show_text(""diag:text:face"", self.owner_tool, ""closed face preview"", (46.0, 30.0, 0.2), size_px=13)",draw2d.text,couvert
preview,show_polyline,tool_core/diagnostic/showcase.py,144,diagnostic/catalogue,"self.ctx.preview.show_polyline(""diag:snap:guide"", self.owner_tool, guide_points)",draw2d.polyline,couvert
preview,show_text,tool_core/diagnostic/showcase.py,145,diagnostic/catalogue,"self.ctx.preview.show_text(""diag:text:snap"", self.owner_tool, ""smart snap anchors"", (14.0, 38.0, 0.3), size_px=13)",draw2d.text,couvert
preview,show_text,tool_core/diagnostic/showcase.py,156,diagnostic/catalogue,"self.ctx.preview.show_text(f""diag:text:{idx}"", self.owner_tool, text, pos, size_px=size)",draw2d.text,couvert
preview,items,tool_core/diagnostic/showcase.py,192,diagnostic/catalogue,"labels = sum(1 for item in self.ctx.preview.items(owner_tool=self.owner_tool) if getattr(item.kind, ""value"", item.kind) == ""text"")",registry.items / snapshot,couvert
preview,items,tool_core/diagnostic/showcase.py,196,diagnostic/catalogue,"previews=len(self.ctx.preview.items(owner_tool=self.owner_tool)),",registry.items / snapshot,couvert
preview,clear_tool,tool_core/tools.py,56,infrastructure Tool Core,ctx.preview.clear_tool(self.id),registry.clear,couvert
preview,show_polyline,tooling/_texture_projection_projector.py,532,outil métier,"ctx.preview.show_polyline(frame_id, owner, pts[""frame""], payload=line_payload)",draw2d.polyline,couvert
preview,show_circle,tooling/_texture_projection_projector.py,533,outil métier,ctx.preview.show_circle(,draw2d.circle,couvert
preview,show_line,tooling/_texture_projection_projector.py,539,outil métier,ctx.preview.show_line(,draw2d.line,couvert
preview,show_line,tooling/_texture_projection_projector.py,546,outil métier,ctx.preview.show_line(,draw2d.line,couvert
preview,show_text,tooling/_texture_projection_projector.py,553,outil métier,"ctx.preview.show_text(label_id, owner, ""Texture placement"", vadd(state[""origin""], vscale(state[""normal""], 0.6)), size_px=13, anchor=""bottom"")",draw2d.text,couvert
preview,clear_tool,tooling/_texture_projection_projector.py,566,outil métier,ctx.preview.clear_tool(self.tool.id),registry.clear,couvert
preview,clear_tool,tooling/_texture_projection_projector.py,1232,outil métier,ctx.preview.clear_tool(self.tool.id),registry.clear,couvert
preview,items,tooling/plan_trace_2d/patterns.py,1075,outil métier,items = tuple(preview.items(owner_tool=self.id)),registry.items / snapshot,couvert
preview,hide,tooling/plan_trace_2d/patterns.py,1081,outil métier,preview.hide(str(item.id)),registry.hide,couvert
preview,show_line,tooling/plan_trace_2d/patterns.py,1103,outil métier,preview.show_line(,draw2d.line,couvert
preview,clear_tool,tooling/plan_trace_2d/sketch_sync.py,118,outil métier,ctx.preview.clear_tool(self.id),registry.clear,couvert
preview,hide,tooling/plan_trace_2d/sketch_sync.py,383,outil métier,ctx.preview.hide(target_id),registry.hide,couvert
preview,items,tooling/plan_trace_2d/snap.py,321,outil métier,for item in ctx.preview.items(owner_tool=self.id):,registry.items / snapshot,couvert
preview,show_mesh,tooling/plan_trace_2d/snap.py,344,outil métier,"ctx.preview.show_mesh(preview_id, self.id, preview_mesh)",draw2d.triangle_mesh,couvert
preview,hide,tooling/plan_trace_2d/snap.py,350,outil métier,"ctx.preview.hide(""plan_trace_2d.editable_hover"")",registry.hide,couvert
preview,show_line,tooling/plan_trace_2d/snap.py,899,outil métier,"ctx.preview.show_line(item_id, self.id, world(start_xy), world(end_xy), payload=line_payload or payload)",draw2d.line,couvert
preview,show_polyline,tooling/plan_trace_2d/snap.py,909,outil métier,"ctx.preview.show_polyline(item_id, self.id, tuple(pts), payload=payload)",draw2d.polyline,couvert
preview,show_circle,tooling/plan_trace_2d/snap.py,955,outil métier,"ctx.preview.show_circle(item_id, self.id, tuple(world(xy) for xy in pts_xy), payload=payload)",draw2d.circle,couvert
preview,show_arc,tooling/plan_trace_2d/snap.py,969,outil métier,"ctx.preview.show_arc(item_id, self.id, tuple(world(xy) for xy in pts_xy), payload=payload)",draw2d.arc,couvert
preview,show_arc,tooling/plan_trace_2d/snap.py,988,outil métier,"ctx.preview.show_arc(item_id, self.id, tuple(world(xy) for xy in pts_xy), payload=payload)",draw2d.arc,couvert
preview,hide,tooling/plan_trace_2d/snap.py,1011,outil métier,ctx.preview.hide(item_id),registry.hide,couvert
preview,hide,tooling/plan_trace_2d/snap.py,1032,outil métier,ctx.preview.hide(item_id),registry.hide,couvert
preview,clear_tool,tooling/plan_trace_2d_tool.py,409,outil métier,ctx.preview.clear_tool(self.id),registry.clear,couvert
preview,clear_tool,tooling/plan_trace_2d_tool.py,579,outil métier,ctx.preview.clear_tool(self.id),registry.clear,couvert
preview,hide,tooling/vent_generator/feedback.py,296,outil métier,ctx.preview.hide(item_id),registry.hide,couvert
preview,items,tooling/vent_generator/feedback.py,316,outil métier,for item in tuple(ctx.preview.items(owner_tool=TOOL_VENT_GENERATOR)):,registry.items / snapshot,couvert
preview,hide,tooling/vent_generator/feedback.py,322,outil métier,ctx.preview.hide(item_id),registry.hide,couvert
preview,hide,tooling/vent_generator/feedback.py,324,outil métier,ctx.preview.hide(item_id),registry.hide,couvert
preview,hide,tooling/vent_generator/feedback.py,326,outil métier,ctx.preview.hide(item_id),registry.hide,couvert
preview,show_polyline,tooling/vent_generator/feedback.py,414,outil métier,ctx.preview.show_polyline(,draw2d.polyline,couvert
preview,show_circle,tooling/vent_generator/feedback.py,464,outil métier,"ctx.preview.show_circle(legacy_id, TOOL_VENT_GENERATOR, (world,), payload={""role"": ""waypoint"", ""index"": index, ""visible"": False})",draw2d.circle,couvert
preview,show_text,tooling/vent_generator/feedback.py,467,outil métier,"ctx.preview.show_text(label_id, TOOL_VENT_GENERATOR, """", world, size_px=1)",draw2d.text,couvert
preview,show_text,tooling/vent_generator/feedback.py,478,outil métier,"ctx.preview.show_text(""vent.generator.preview.selection"", TOOL_VENT_GENERATOR, """", selected_world, size_px=1)",draw2d.text,couvert
preview,show_line,tooling/vent_generator/feedback.py,496,outil métier,ctx.preview.show_line(,draw2d.line,couvert
